structure_name,left_volume_mm3,right_volume_mm3,total_volume_mm3
"Tuberomammillary nucleus, ventral part",0.00775,0.007625,0.015375
"Primary somatosensory area, mouth, layer 6b",0.0073750000000000005,0.008375,0.01575
internal capsule,0.13875,0.144875,0.283625
Principal sensory nucleus of the trigeminal,0.076,0.07625,0.15225
"Primary somatosensory area, trunk, layer 6a",0.016875,0.015875,0.03275
"Superior colliculus, motor related, intermediate gray layer",0.14175000000000001,0.13975,0.28150000000000003
Interfascicular nucleus raphe,0.0053750000000000004,0.0075,0.012875000000000001
Parataenial nucleus,0.01525,0.015875,0.031125
"Superior colliculus, motor related, intermediate white layer",0.143625,0.1485,0.29212499999999997
Induseum griseum,0.006875,0.010375,0.01725
"Entorhinal area, lateral part, layer 2",0.115375,0.11325,0.22862500000000002
Anterior amygdalar area,0.034,0.035875000000000004,0.069875
"Superior colliculus, motor related, deep gray layer",0.08175,0.082875,0.16462500000000002
Intergeniculate leaflet of the lateral geniculate complex,0.005875,0.004875,0.01075
"Entorhinal area, lateral part, layer 6a",0.0735,0.074,0.1475
"Periventricular hypothalamic nucleus, anterior part",0.003875,0.005125,0.009000000000000001
"Primary visual area, layer 6a",0.074875,0.074125,0.149
Oculomotor nucleus,0.002375,0.002,0.004375
"Gustatory areas, layer 1",0.013875,0.014125,0.028
Paraventricular hypothalamic nucleus,0.010750000000000001,0.012375,0.023125
"posteromedial visual area, layer 2/3",0.019125,0.01975,0.038875
"Superior colliculus, motor related, deep white layer",0.022875,0.024125,0.047
Precommissural nucleus,0.011125,0.013125,0.02425
"Entorhinal area, lateral part, layer 3",0.090125,0.09075,0.180875
medial forebrain bundle,0.003375,0.003625,0.007
Nucleus accumbens,0.306375,0.3025,0.608875
Medial terminal nucleus of the accessory optic tract,0.00275,0.003375,0.006125
Intermediodorsal nucleus of the thalamus,0.00675,0.017750000000000002,0.0245
medial longitudinal fascicle,0.012375,0.013625,0.026000000000000002
"Paraventricular hypothalamic nucleus, descending division",0.0085,0.008875000000000001,0.017375
Anterodorsal nucleus,0.012,0.010625,0.022625
Lateral terminal nucleus of the accessory optic tract,0.0011250000000000001,0.00175,0.002875
Interstitial nucleus of Cajal,0.006,0.00525,0.01125
"Frontal pole, layer 1",0.018000000000000002,0.017875000000000002,0.035875000000000004
Anterodorsal preoptic nucleus,0.00725,0.00575,0.013000000000000001
"Lateral visual area, layer 6a",0.01375,0.0135,0.02725
Dorsal terminal nucleus of the accessory optic tract,0.00075,0.00075,0.0015
middle cerebellar peduncle,0.0755,0.07725,0.15275
lateral ventricle,0.148625,0.14375000000000002,0.29237500000000005
Inferior olivary complex,0.03475,0.034875,0.069625
"Prelimbic area, layer 6a",0.031,0.032875,0.063875
Anterior hypothalamic nucleus,0.04975,0.050375,0.100125
Interposed nucleus,0.061125,0.0575,0.11862500000000001
motor root of the trigeminal nerve,0.0045000000000000005,0.004375,0.008875000000000001
Dorsal cochlear nucleus,0.043500000000000004,0.043750000000000004,0.08725000000000001
"Temporal association areas, layer 1",0.035,0.035875000000000004,0.07087500000000001
subependymal zone,0.009000000000000001,0.00875,0.017750000000000002
Interpeduncular nucleus,0.001,0.00175,0.00275
Ventral cochlear nucleus,0.07100000000000001,0.07162500000000001,0.142625
nigrostriatal tract,0.00775,0.0073750000000000005,0.015125
"Superior olivary complex, medial part",0.013125,0.013375,0.0265
Inferior salivatory nucleus,0.000625,0.0005,0.0011250000000000001
choroid plexus,0.100125,0.10575,0.205875
"Primary somatosensory area, lower limb, layer 2/3",0.04625,0.04475,0.091
"Superior olivary complex, lateral part",0.02425,0.024875,0.049125
Trochlear nucleus,0.000375,0.000625,0.001
optic chiasm,0.019875,0.022125,0.041999999999999996
"Periventricular hypothalamic nucleus, intermediate part",0.00825,0.018625,0.026875
"Agranular insular area, posterior part, layer 1",0.02775,0.028875,0.056625
"Lateral visual area, layer 6b",0.003,0.002875,0.005875
"Superior olivary complex, periolivary region",0.026375,0.024,0.050375
Koelliker-Fuse subnucleus,0.011875,0.011625,0.0235
optic tract,0.049125,0.049625,0.09875
"Periventricular hypothalamic nucleus, posterior part",0.00875,0.00925,0.018000000000000002
Midbrain reticular nucleus,0.35575,0.356875,0.7126250000000001
third ventricle,0.043625000000000004,0.082625,0.12625
Lateral amygdalar nucleus,0.058875000000000004,0.058,0.116875
"Prelimbic area, layer 6b",0.0015,0.001,0.0025
"Periventricular hypothalamic nucleus, preoptic part",0.0085,0.010625,0.019125000000000003
Intermediate reticular nucleus,0.198625,0.194875,0.39349999999999996
"Entorhinal area, lateral part, layer 5",0.10350000000000001,0.099625,0.203125
cerebral aqueduct,0.02475,0.033625,0.058375
"Nucleus ambiguus, ventral division",0.00175,0.001375,0.003125
fourth ventricle,0.032125,0.037875,0.07
Pontine reticular nucleus,0.164125,0.164125,0.32825
Locus ceruleus,0.00075,0.001375,0.002125
"Gustatory areas, layer 4",0.010375,0.01025,0.020625
Paraventricular nucleus of the thalamus,0.028,0.035125,0.063125
lateral recess,0.031125,0.033,0.064125
Lateral dorsal nucleus of thalamus,0.07037500000000001,0.07062500000000001,0.14100000000000001
"Dorsal auditory area, layer 6a",0.013375,0.012750000000000001,0.026125000000000002
posterior commissure,0.003375,0.004,0.007375
Anterior olfactory nucleus,0.341,0.339875,0.680875
Laterodorsal tegmental nucleus,0.014125,0.01525,0.029375
"Agranular insular area, posterior part, layer 2/3",0.056375,0.057125,0.1135
Nucleus prepositus,0.01625,0.019125,0.035375000000000004
"Prelimbic area, layer 1",0.028125,0.0415,0.069625
Retrochiasmatic area,0.010750000000000001,0.010750000000000001,0.021500000000000002
